,s_visi,s_cond,e_visi,e_cond
1050,10.0,Overcast,10.0,Overcast
1051,9.0,Overcast,7.0,Overcast
1052,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1053,1.2,Light Rain,1.5,Light Rain
1054,10.0,Overcast,10.0,Overcast
1055,10.0,Overcast,10.0,Overcast
1056,10.0,Clear,10.0,Scattered Clouds
1057,10.0,Clear,10.0,Clear
1058,10.0,Clear,10.0,Clear
1059,10.0,Clear,10.0,Clear
1060,10.0,Overcast,10.0,Overcast
1061,10.0,Clear,10.0,Clear
1062,1.8,Light Rain,2.5,Light Rain
1063,10.0,Clear,10.0,Clear
1064,10.0,Overcast,10.0,Overcast
1065,9.0,Light Rain,10.0,Light Rain
1066,10.0,Clear,10.0,Clear
1067,10.0,Clear,10.0,Clear
1068,10.0,Overcast,10.0,Overcast
1069,2.5,Light Rain,4.0,Overcast
1070,10.0,Clear,10.0,Clear
1071,10.0,Clear,10.0,Clear
1072,2.0,Haze,2.0,Haze
1073,10.0,Overcast,10.0,Overcast
1074,10.0,Clear,10.0,Clear
1075,10.0,Clear,10.0,Clear
1076,10.0,Clear,10.0,Clear
1077,2.5,Light Rain,4.0,Light Rain
1078,10.0,Clear,10.0,Clear
1079,10.0,Clear,10.0,Clear
1080,5.0,Overcast,5.0,Overcast
1081,10.0,Overcast,10.0,Overcast
1082,10.0,Clear,10.0,Clear
1083,10.0,Clear,10.0,Clear
1084,10.0,Light Rain,10.0,Light Rain
1085,10.0,Overcast,10.0,Overcast
1086,1.2,Light Snow,1.8,Haze
1087,1.5,Light Snow,1.5,Light Snow
1088,10.0,Overcast,10.0,Overcast
1089,10.0,Overcast,10.0,Overcast
1090,10.0,Clear,10.0,Clear
1091,10.0,Overcast,10.0,Overcast
1092,10.0,Clear,10.0,Clear
1093,10.0,Overcast,10.0,Overcast
1094,10.0,Clear,10.0,Clear
1095,10.0,Overcast,10.0,Overcast
1096,10.0,Clear,10.0,Clear
1097,10.0,Clear,10.0,Clear
1098,10.0,Clear,10.0,Clear
1099,6.0,Haze,3.0,Light Rain
1100,10.0,Partly Cloudy,10.0,Partly Cloudy
1101,10.0,Clear,10.0,Clear
1102,10.0,Overcast,10.0,Overcast
1103,10.0,Mostly Cloudy,10.0,Scattered Clouds
1104,10.0,Clear,10.0,Clear
1105,10.0,Clear,10.0,Clear
1106,6.0,Haze,1.8,Light Snow
1107,10.0,Clear,10.0,Clear
1108,10.0,Clear,10.0,Clear
1109,10.0,Overcast,10.0,Overcast
1110,10.0,Clear,10.0,Clear
1111,10.0,Clear,10.0,Clear
1112,10.0,Clear,10.0,Clear
1113,10.0,Overcast,10.0,Overcast
1114,10.0,Overcast,10.0,Overcast
1115,10.0,Partly Cloudy,10.0,Partly Cloudy
1116,9.0,Overcast,9.0,Overcast
1117,10.0,Clear,10.0,Clear
1118,10.0,Overcast,10.0,Overcast
1119,10.0,Clear,10.0,Clear
1120,10.0,Overcast,10.0,Overcast
1121,10.0,Overcast,10.0,Overcast
1122,10.0,Clear,10.0,Clear
1123,10.0,Overcast,10.0,Overcast
1124,3.0,Overcast,3.0,Overcast
1125,10.0,Clear,10.0,Clear
1126,3.0,Light Freezing Rain,3.0,Light Freezing Rain
1127,10.0,Partly Cloudy,10.0,Partly Cloudy
1128,10.0,Light Rain,10.0,Overcast
1129,10.0,Clear,10.0,Clear
1130,3.0,Light Rain,10.0,Mostly Cloudy
1131,10.0,Clear,10.0,Clear
1132,9.0,Overcast,9.0,Overcast
1133,9.0,Light Rain,10.0,Light Rain
1134,1.8,Light Snow,0.8,Light Snow
1135,10.0,Clear,10.0,Clear
1136,10.0,Clear,10.0,Clear
1137,10.0,Clear,10.0,Clear
1138,10.0,Clear,10.0,Clear
1139,10.0,Overcast,10.0,Overcast
1140,10.0,Overcast,10.0,Overcast
1141,10.0,Clear,10.0,Clear
1142,10.0,Overcast,10.0,Overcast
1143,10.0,Clear,10.0,Clear
1144,6.0,Haze,3.0,Light Rain
1145,10.0,Clear,10.0,Clear
1146,10.0,Clear,10.0,Clear
1147,10.0,Clear,10.0,Clear
1148,10.0,Clear,10.0,Clear
1149,10.0,Clear,10.0,Clear
1150,10.0,Clear,10.0,Clear
1151,0.8,Light Snow,0.8,Light Snow
1152,10.0,Clear,10.0,Clear
1153,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1154,10.0,Overcast,10.0,Overcast
1155,10.0,Mostly Cloudy,10.0,Clear
1156,10.0,Clear,10.0,Clear
1157,10.0,Clear,10.0,Clear
1158,10.0,Clear,10.0,Clear
1159,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1160,10.0,Scattered Clouds,10.0,Scattered Clouds
1161,2.5,Overcast,2.5,Overcast
1162,10.0,Overcast,10.0,Overcast
1163,10.0,Clear,10.0,Clear
1164,10.0,Clear,10.0,Clear
1165,10.0,Clear,10.0,Clear
1166,10.0,Clear,10.0,Clear
1167,10.0,Clear,10.0,Clear
1168,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1169,10.0,Overcast,10.0,Overcast
1170,5.0,Haze,5.0,Haze
1171,10.0,Overcast,10.0,Overcast
1172,10.0,Clear,10.0,Clear
1173,4.0,Mostly Cloudy,5.0,Scattered Clouds
1174,10.0,Clear,10.0,Clear
1175,10.0,Scattered Clouds,10.0,Partly Cloudy
1176,10.0,Clear,10.0,Clear
1177,10.0,Scattered Clouds,10.0,Scattered Clouds
1178,10.0,Overcast,10.0,Overcast
1179,10.0,Overcast,10.0,Overcast
1180,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1181,10.0,Overcast,10.0,Overcast
1182,10.0,Clear,10.0,Clear
1183,10.0,Overcast,10.0,Overcast
1184,10.0,Clear,10.0,Clear
1185,10.0,Clear,10.0,Clear
1186,10.0,Overcast,10.0,Overcast
1187,10.0,Clear,10.0,Clear
1188,10.0,Mostly Cloudy,10.0,Overcast
1189,10.0,Clear,10.0,Clear
1190,10.0,Overcast,10.0,Overcast
1191,10.0,Clear,10.0,Clear
1192,10.0,Overcast,10.0,Overcast
1193,10.0,Clear,10.0,Clear
1194,10.0,Overcast,10.0,Overcast
1195,10.0,Overcast,10.0,Overcast
1196,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1197,10.0,Overcast,10.0,Overcast
1198,10.0,Overcast,10.0,Overcast
1199,10.0,Clear,10.0,Clear
1200,10.0,Clear,10.0,Clear
1201,10.0,Overcast,10.0,Overcast
1202,2.5,Light Snow,4.0,Light Snow
1203,10.0,Scattered Clouds,10.0,Partly Cloudy
1204,10.0,Overcast,10.0,Overcast
1205,10.0,Clear,10.0,Clear
1206,10.0,Clear,10.0,Clear
1207,10.0,Overcast,10.0,Overcast
1208,10.0,Clear,10.0,Clear
1209,10.0,Scattered Clouds,10.0,Scattered Clouds
1210,10.0,Clear,10.0,Clear
1211,10.0,Clear,10.0,Clear
1212,10.0,Overcast,9.0,Overcast
1213,10.0,Scattered Clouds,10.0,Clear
1214,10.0,Clear,10.0,Clear
1215,10.0,Scattered Clouds,10.0,Scattered Clouds
1216,0.5,Snow,0.5,Snow
1217,10.0,Clear,10.0,Clear
1218,9.0,Overcast,9.0,Overcast
1219,10.0,Clear,10.0,Clear
1220,10.0,Clear,10.0,Clear
1221,10.0,Partly Cloudy,10.0,Partly Cloudy
1222,10.0,Clear,10.0,Clear
1223,10.0,Overcast,10.0,Light Rain
1224,8.0,Light Rain,8.0,Light Rain
1225,10.0,Clear,10.0,Clear
1226,10.0,Clear,10.0,Clear
1227,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1228,10.0,Clear,10.0,Clear
1229,10.0,Overcast,10.0,Overcast
1230,10.0,Overcast,10.0,Overcast
1231,10.0,Clear,10.0,Clear
1232,4.0,Overcast,2.5,Overcast
1233,10.0,Overcast,10.0,Overcast
1234,10.0,Clear,10.0,Clear
1235,10.0,Clear,10.0,Clear
1236,10.0,Clear,10.0,Clear
1237,10.0,Clear,10.0,Clear
1238,10.0,Clear,10.0,Clear
1239,10.0,Clear,10.0,Clear
1240,10.0,Clear,10.0,Clear
1241,10.0,Overcast,10.0,Mostly Cloudy
1242,10.0,Clear,10.0,Clear
1243,10.0,Clear,10.0,Clear
1244,10.0,Overcast,10.0,Overcast
1245,10.0,Clear,10.0,Clear
1246,2.5,Overcast,2.5,Overcast
1247,10.0,Clear,10.0,Clear
1248,10.0,Clear,10.0,Clear
1249,10.0,Overcast,10.0,Overcast
1250,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1251,10.0,Clear,10.0,Clear
1252,10.0,Overcast,10.0,Overcast
1253,10.0,Clear,10.0,Clear
1254,10.0,Clear,10.0,Clear
1255,10.0,Light Rain,10.0,Light Rain
1256,10.0,Clear,10.0,Clear
1257,10.0,Clear,10.0,Clear
1258,10.0,Clear,10.0,Clear
1259,10.0,Clear,10.0,Clear
1260,10.0,Clear,10.0,Clear
1261,10.0,Mostly Cloudy,10.0,Overcast
1262,10.0,Clear,10.0,Clear
1263,10.0,Clear,10.0,Clear
1264,10.0,Scattered Clouds,10.0,Scattered Clouds
1265,5.0,Overcast,5.0,Overcast
1266,10.0,Overcast,10.0,Overcast
1267,10.0,Overcast,10.0,Overcast
1268,10.0,Clear,10.0,Clear
1269,10.0,Clear,10.0,Clear
1270,10.0,Clear,10.0,Clear
1271,10.0,Clear,10.0,Clear
1272,10.0,Clear,10.0,Clear
1273,10.0,Overcast,6.0,Light Rain
1274,10.0,Clear,10.0,Clear
1275,10.0,Clear,10.0,Clear
1276,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1277,10.0,Clear,10.0,Clear
1278,10.0,Clear,10.0,Clear
1279,10.0,Clear,10.0,Clear
1280,10.0,Clear,10.0,Clear
1281,10.0,Clear,10.0,Clear
1282,10.0,Overcast,10.0,Overcast
1283,6.0,Haze,6.0,Haze
1284,3.0,Overcast,5.0,Overcast
1285,6.0,Haze,8.0,Overcast
1286,10.0,Clear,10.0,Clear
1287,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1288,10.0,Clear,10.0,Clear
1289,10.0,Clear,10.0,Clear
1290,10.0,Overcast,10.0,Overcast
1291,10.0,Clear,10.0,Clear
1292,10.0,Mostly Cloudy,10.0,Overcast
1293,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1294,5.0,Light Rain,5.0,Light Rain
1295,7.0,Overcast,7.0,Overcast
1296,10.0,Clear,10.0,Clear
1297,10.0,Overcast,10.0,Overcast
1298,10.0,Clear,10.0,Clear
1299,10.0,Clear,10.0,Clear
1300,10.0,Clear,10.0,Clear
1301,1.5,Rain,1.5,Rain
1302,10.0,Clear,10.0,Clear
1303,5.0,Overcast,5.0,Overcast
1304,10.0,Clear,10.0,Clear
1305,10.0,Clear,10.0,Clear
1306,10.0,Clear,10.0,Clear
1307,10.0,Clear,10.0,Clear
1308,8.0,Light Rain,8.0,Light Rain
1309,10.0,Clear,10.0,Clear
1310,10.0,Clear,10.0,Clear
1311,10.0,Overcast,10.0,Overcast
1312,10.0,Clear,10.0,Clear
1313,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1314,10.0,Clear,10.0,Clear
1315,5.0,Light Rain,5.0,Light Rain
1316,10.0,Overcast,10.0,Overcast
1317,10.0,Clear,10.0,Clear
1318,10.0,Overcast,10.0,Overcast
1319,0.5,Snow,0.5,Snow
1320,10.0,Clear,10.0,Clear
1321,10.0,Clear,10.0,Clear
1322,5.0,Overcast,5.0,Overcast
1323,10.0,Overcast,10.0,Overcast
1324,10.0,Overcast,10.0,Overcast
1325,10.0,Clear,10.0,Clear
1326,5.0,Light Rain,5.0,Light Rain
1327,10.0,Overcast,10.0,Overcast
1328,10.0,Overcast,10.0,Overcast
1329,10.0,Overcast,10.0,Overcast
1330,10.0,Overcast,10.0,Overcast
1331,10.0,Clear,10.0,Clear
1332,2.5,Overcast,2.5,Overcast
1333,10.0,Clear,10.0,Clear
1334,10.0,Clear,10.0,Clear
1335,4.0,Haze,4.0,Haze
1336,10.0,Clear,10.0,Clear
1337,10.0,Clear,10.0,Clear
1338,10.0,Clear,10.0,Clear
1339,10.0,Mostly Cloudy,10.0,Overcast
1340,10.0,Clear,10.0,Clear
1341,10.0,Partly Cloudy,10.0,Partly Cloudy
1342,10.0,Overcast,10.0,Overcast
1343,10.0,Clear,10.0,Clear
1344,10.0,Clear,10.0,Clear
1345,2.5,Light Rain,2.5,Light Rain
1346,10.0,Clear,10.0,Clear
1347,10.0,Scattered Clouds,10.0,Scattered Clouds
1348,10.0,Overcast,10.0,Overcast
1349,10.0,Scattered Clouds,10.0,Scattered Clouds
1350,10.0,Clear,10.0,Clear
1351,10.0,Partly Cloudy,10.0,Partly Cloudy
1352,10.0,Clear,10.0,Clear
1353,10.0,Overcast,8.0,Overcast
1354,10.0,Clear,10.0,Clear
1355,10.0,Overcast,10.0,Overcast
1356,10.0,Mostly Cloudy,10.0,Overcast
1357,10.0,Clear,10.0,Clear
1358,10.0,Clear,10.0,Clear
1359,10.0,Clear,10.0,Clear
1360,10.0,Overcast,10.0,Overcast
1361,10.0,Clear,10.0,Clear
1362,10.0,Light Rain,10.0,Light Rain
1363,10.0,Mostly Cloudy,10.0,Overcast
1364,4.0,Overcast,2.5,Overcast
1365,10.0,Clear,10.0,Clear
1366,5.0,Overcast,5.0,Overcast
1367,10.0,Clear,10.0,Clear
1368,10.0,Overcast,10.0,Overcast
1369,10.0,Clear,10.0,Clear
1370,10.0,Clear,10.0,Clear
1371,10.0,Overcast,10.0,Overcast
1372,10.0,Overcast,10.0,Overcast
1373,10.0,Clear,10.0,Clear
1374,10.0,Partly Cloudy,10.0,Partly Cloudy
1375,10.0,Clear,10.0,Clear
1376,9.0,Overcast,10.0,Overcast
1377,10.0,Clear,10.0,Clear
1378,3.0,Overcast,2.5,Overcast
1379,10.0,Clear,10.0,Clear
1380,10.0,Clear,10.0,Clear
1381,10.0,Clear,10.0,Clear
1382,10.0,Overcast,10.0,Overcast
1383,10.0,Clear,10.0,Clear
1384,10.0,Overcast,10.0,Overcast
1385,10.0,Overcast,10.0,Overcast
1386,10.0,Clear,10.0,Clear
1387,8.0,Overcast,8.0,Overcast
1388,1.0,Light Snow,2.0,Light Snow
1389,10.0,Overcast,10.0,Overcast
1390,10.0,Clear,10.0,Clear
1391,10.0,Overcast,10.0,Overcast
1392,10.0,Clear,10.0,Clear
1393,10.0,Clear,10.0,Clear
1394,10.0,Clear,10.0,Clear
1395,10.0,Scattered Clouds,10.0,Scattered Clouds
1396,1.5,Light Rain,1.5,Light Rain
1397,10.0,Clear,10.0,Clear
1398,10.0,Overcast,10.0,Overcast
1399,10.0,Overcast,9.0,Overcast
1400,10.0,Overcast,10.0,Overcast
1401,10.0,Clear,10.0,Clear
1402,10.0,Mostly Cloudy,10.0,Overcast
1403,10.0,Clear,10.0,Clear
1404,10.0,Clear,10.0,Clear
1405,10.0,Clear,10.0,Clear
1406,1.8,Overcast,1.5,Light Rain
1407,10.0,Overcast,10.0,Overcast
1408,10.0,Overcast,10.0,Overcast
1409,10.0,Clear,10.0,Clear
1410,10.0,Clear,10.0,Clear
1411,10.0,Clear,10.0,Clear
1412,10.0,Overcast,10.0,Overcast
1413,10.0,Overcast,10.0,Overcast
1414,10.0,Overcast,9.0,Overcast
1415,4.0,Overcast,3.0,Light Rain
1416,4.0,Overcast,4.0,Overcast
1417,10.0,Partly Cloudy,10.0,Partly Cloudy
1418,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1419,10.0,Clear,10.0,Clear
1420,10.0,Overcast,10.0,Overcast
1421,10.0,Clear,10.0,Clear
1422,10.0,Overcast,10.0,Overcast
1423,10.0,Clear,10.0,Clear
1424,6.0,Light Rain,10.0,Overcast
1425,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1426,10.0,Overcast,10.0,Overcast
1427,10.0,Clear,10.0,Clear
1428,10.0,Overcast,10.0,Overcast
1429,10.0,Overcast,10.0,Overcast
1430,10.0,Scattered Clouds,10.0,Scattered Clouds
1431,10.0,Overcast,10.0,Overcast
1432,10.0,Partly Cloudy,10.0,Partly Cloudy
1433,9.0,Overcast,8.0,Overcast
1434,10.0,Clear,10.0,Clear
1435,10.0,Overcast,9.0,Overcast
1436,10.0,Clear,10.0,Clear
1437,10.0,Clear,10.0,Clear
1438,10.0,Clear,10.0,Clear
1439,10.0,Clear,10.0,Clear
1440,10.0,Overcast,10.0,Overcast
1441,10.0,Clear,10.0,Clear
1442,10.0,Clear,10.0,Clear
1443,10.0,Clear,10.0,Clear
1444,2.5,Light Rain,3.0,Light Rain
1445,10.0,Clear,10.0,Clear
1446,10.0,Clear,10.0,Clear
1447,10.0,Overcast,10.0,Overcast
1448,10.0,Partly Cloudy,10.0,Partly Cloudy
1449,10.0,Overcast,10.0,Overcast
1450,10.0,Clear,10.0,Clear
1451,10.0,Partly Cloudy,10.0,Partly Cloudy
1452,10.0,Clear,10.0,Clear
1453,10.0,Scattered Clouds,10.0,Scattered Clouds
1454,10.0,Partly Cloudy,10.0,Partly Cloudy
1455,4.0,Overcast,2.5,Light Rain
1456,10.0,Clear,10.0,Clear
1457,10.0,Clear,10.0,Clear
1458,10.0,Clear,10.0,Clear
1459,10.0,Clear,10.0,Clear
1460,10.0,Clear,10.0,Clear
1461,1.2,Light Snow,3.0,Overcast
1462,10.0,Clear,10.0,Clear
1463,0.8,Light Snow,0.8,Light Snow
1464,10.0,Clear,10.0,Clear
1465,10.0,Clear,10.0,Clear
1466,10.0,Overcast,10.0,Overcast
1467,10.0,Clear,10.0,Clear
1468,10.0,Overcast,10.0,Overcast
1469,10.0,Clear,10.0,Clear
1470,10.0,Clear,10.0,Clear
1471,10.0,Overcast,10.0,Overcast
1472,10.0,Overcast,10.0,Overcast
1473,6.0,Haze,2.0,Light Snow
1474,10.0,Clear,10.0,Clear
1475,10.0,Overcast,10.0,Overcast
1476,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1477,10.0,Clear,10.0,Clear
1478,10.0,Clear,10.0,Clear
1479,10.0,Clear,10.0,Clear
1480,5.0,Overcast,5.0,Overcast
1481,10.0,Clear,10.0,Clear
1482,10.0,Clear,10.0,Clear
1483,10.0,Overcast,10.0,Overcast
1484,10.0,Clear,10.0,Clear
1485,10.0,Overcast,10.0,Overcast
1486,8.0,Overcast,8.0,Overcast
1487,10.0,Clear,10.0,Clear
1488,0.2,Snow,0.2,Snow
1489,10.0,Clear,10.0,Clear
1490,10.0,Overcast,10.0,Overcast
1491,10.0,Mostly Cloudy,10.0,Scattered Clouds
1492,10.0,Overcast,10.0,Overcast
1493,10.0,Overcast,10.0,Overcast
1494,10.0,Clear,10.0,Clear
1495,10.0,Overcast,10.0,Overcast
1496,10.0,Clear,10.0,Clear
1497,10.0,Clear,10.0,Clear
1498,2.0,Light Snow,1.5,Light Snow
1499,10.0,Overcast,10.0,Overcast
1500,10.0,Overcast,10.0,Overcast
1501,10.0,Overcast,10.0,Overcast
1502,2.0,Rain,2.0,Rain
1503,10.0,Clear,10.0,Clear
1504,2.5,Light Rain,1.8,Light Rain
1505,10.0,Clear,10.0,Clear
1506,10.0,Clear,10.0,Clear
1507,10.0,Clear,10.0,Clear
1508,10.0,Clear,10.0,Clear
1509,10.0,Clear,10.0,Clear
1510,10.0,Overcast,10.0,Overcast
1511,10.0,Scattered Clouds,10.0,Scattered Clouds
1512,10.0,Clear,10.0,Clear
1513,10.0,Clear,10.0,Clear
1514,10.0,Overcast,10.0,Overcast
1515,10.0,Scattered Clouds,10.0,Scattered Clouds
1516,10.0,Overcast,10.0,Mostly Cloudy
1517,10.0,Clear,10.0,Clear
1518,10.0,Clear,10.0,Clear
1519,10.0,Overcast,10.0,Overcast
1520,10.0,Overcast,10.0,Overcast
1521,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1522,10.0,Clear,10.0,Clear
1523,10.0,Clear,10.0,Clear
1524,10.0,Clear,10.0,Clear
1525,10.0,Clear,10.0,Clear
1526,3.0,Light Rain,3.0,Light Rain
1527,10.0,Clear,10.0,Clear
1528,10.0,Clear,10.0,Clear
1529,10.0,Clear,10.0,Clear
1530,10.0,Overcast,10.0,Overcast
1531,10.0,Overcast,10.0,Overcast
1532,3.0,Overcast,3.0,Overcast
1533,10.0,Clear,10.0,Clear
1534,0.5,Snow,0.5,Snow
1535,10.0,Clear,10.0,Clear
1536,3.0,Overcast,3.0,Overcast
1537,10.0,Clear,10.0,Clear
1538,2.5,Overcast,2.5,Overcast
1539,10.0,Clear,10.0,Clear
1540,6.0,Haze,6.0,Haze
1541,10.0,Clear,10.0,Clear
1542,10.0,Clear,10.0,Clear
1543,10.0,Overcast,10.0,Mostly Cloudy
1544,10.0,Overcast,10.0,Overcast
1545,3.0,Light Rain,3.0,Light Rain
1546,10.0,Overcast,10.0,Overcast
1547,0.5,Snow,0.5,Snow
1548,10.0,Clear,10.0,Clear
1549,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1550,10.0,Clear,10.0,Clear
1551,10.0,Clear,10.0,Clear
1552,10.0,Clear,10.0,Clear
1553,10.0,Clear,10.0,Clear
1554,10.0,Clear,10.0,Clear
1555,9.0,Light Rain,9.0,Light Rain
1556,10.0,Clear,10.0,Clear
1557,2.5,Light Rain,2.5,Light Rain
1558,10.0,Clear,10.0,Clear
1559,10.0,Overcast,10.0,Overcast
1560,2.5,Light Rain,1.8,Light Rain
1561,10.0,Clear,10.0,Clear
1562,10.0,Clear,10.0,Clear
1563,10.0,Overcast,10.0,Overcast
1564,10.0,Clear,10.0,Clear
1565,10.0,Clear,10.0,Clear
1566,10.0,Overcast,10.0,Overcast
1567,10.0,Clear,10.0,Clear
1568,10.0,Clear,10.0,Clear
1569,10.0,Clear,10.0,Clear
1570,10.0,Clear,10.0,Clear
1571,3.0,Light Freezing Rain,2.5,Light Freezing Rain
1572,1.8,Overcast,1.5,Light Rain
1573,10.0,Clear,10.0,Clear
1574,8.0,Overcast,8.0,Overcast
1575,10.0,Overcast,10.0,Partly Cloudy
1576,10.0,Overcast,10.0,Overcast
1577,10.0,Overcast,10.0,Overcast
1578,10.0,Clear,10.0,Clear
1579,6.0,Haze,6.0,Haze
1580,10.0,Clear,10.0,Clear
1581,10.0,Overcast,10.0,Overcast
1582,10.0,Clear,10.0,Clear
1583,10.0,Clear,10.0,Clear
1584,10.0,Overcast,10.0,Overcast
1585,10.0,Clear,10.0,Clear
1586,6.0,Light Rain,6.0,Light Rain
1587,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1588,10.0,Clear,10.0,Clear
1589,10.0,Clear,10.0,Clear
1590,10.0,Overcast,10.0,Overcast
1591,10.0,Clear,10.0,Clear
1592,10.0,Clear,10.0,Clear
1593,10.0,Clear,10.0,Clear
1594,10.0,Scattered Clouds,10.0,Scattered Clouds
1595,10.0,Clear,10.0,Clear
1596,4.0,Light Rain,4.0,Light Rain
1597,10.0,Overcast,10.0,Overcast
1598,10.0,Clear,10.0,Clear
1599,10.0,Clear,10.0,Clear
1600,10.0,Clear,10.0,Clear
1601,10.0,Clear,10.0,Clear
1602,10.0,Clear,10.0,Clear
1603,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1604,10.0,Clear,10.0,Clear
1605,10.0,Clear,10.0,Clear
1606,10.0,Clear,10.0,Clear
1607,10.0,Clear,10.0,Clear
1608,10.0,Clear,10.0,Clear
1609,10.0,Overcast,10.0,Light Rain
1610,10.0,Light Rain,10.0,Light Rain
1611,10.0,Overcast,10.0,Overcast
1612,10.0,Clear,10.0,Clear
1613,10.0,Clear,10.0,Clear
1614,10.0,Clear,10.0,Clear
1615,10.0,Clear,10.0,Clear
1616,10.0,Overcast,10.0,Mostly Cloudy
1617,10.0,Clear,10.0,Clear
1618,10.0,Clear,10.0,Clear
1619,10.0,Clear,10.0,Clear
1620,10.0,Clear,10.0,Clear
1621,10.0,Clear,10.0,Clear
1622,10.0,Clear,10.0,Clear
1623,6.0,Haze,1.8,Light Snow
1624,10.0,Overcast,10.0,Overcast
1625,10.0,Clear,10.0,Clear
1626,10.0,Clear,10.0,Clear
1627,6.0,Haze,2.5,Light Rain
1628,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1629,10.0,Overcast,10.0,Overcast
1630,10.0,Clear,10.0,Clear
1631,10.0,Clear,10.0,Clear
1632,10.0,Clear,10.0,Clear
1633,10.0,Partly Cloudy,10.0,Partly Cloudy
1634,10.0,Clear,10.0,Clear
1635,10.0,Overcast,10.0,Overcast
1636,10.0,Clear,10.0,Clear
1637,10.0,Clear,10.0,Clear
1638,7.0,Overcast,7.0,Overcast
1639,3.0,Light Rain,1.8,Rain
1640,10.0,Clear,10.0,Clear
1641,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1642,10.0,Clear,10.0,Clear
1643,10.0,Overcast,10.0,Overcast
1644,10.0,Clear,10.0,Clear
1645,10.0,Clear,10.0,Clear
1646,10.0,Clear,10.0,Clear
1647,10.0,Overcast,10.0,Overcast
1648,10.0,Clear,10.0,Clear
1649,10.0,Overcast,10.0,Overcast
1650,10.0,Clear,10.0,Clear
1651,1.5,Light Rain,1.5,Light Rain
1652,10.0,Overcast,10.0,Overcast
1653,10.0,Overcast,10.0,Overcast
1654,6.0,Haze,6.0,Haze
1655,10.0,Overcast,10.0,Overcast
1656,10.0,Clear,10.0,Clear
1657,10.0,Overcast,10.0,Overcast
1658,10.0,Light Rain,10.0,Light Rain
1659,10.0,Overcast,10.0,Overcast
1660,10.0,Overcast,10.0,Overcast
1661,10.0,Clear,10.0,Clear
1662,10.0,Overcast,10.0,Overcast
1663,10.0,Overcast,10.0,Overcast
1664,10.0,Mostly Cloudy,10.0,Overcast
1665,10.0,Mostly Cloudy,10.0,Clear
1666,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1667,10.0,Mostly Cloudy,10.0,Mostly Cloudy
1668,10.0,Clear,10.0,Clear
1669,10.0,Overcast,10.0,Overcast
1670,2.5,Light Rain,5.0,Overcast
1671,10.0,Overcast,10.0,Overcast
1672,5.0,Light Rain,4.0,Light Rain
1673,4.0,Light Snow,4.0,Light Snow
1674,10.0,Clear,10.0,Clear
1675,10.0,Overcast,10.0,Overcast
1676,10.0,Clear,10.0,Clear
1677,10.0,Clear,10.0,Clear
1678,10.0,Overcast,10.0,Overcast
1679,5.0,Light Rain,5.0,Light Rain
1680,10.0,Clear,10.0,Clear
1681,10.0,Clear,10.0,Clear
1682,10.0,Clear,10.0,Clear
1683,10.0,Overcast,10.0,Overcast
1684,10.0,Clear,10.0,Clear
1685,10.0,Clear,10.0,Clear
1686,10.0,Clear,10.0,Clear
1687,10.0,Overcast,10.0,Overcast
1688,10.0,Overcast,10.0,Overcast
1689,10.0,Overcast,10.0,Overcast
1690,10.0,Overcast,10.0,Overcast
1691,9.0,Overcast,10.0,Overcast
1692,10.0,Clear,10.0,Clear
1693,10.0,Overcast,10.0,Overcast
1694,10.0,Overcast,10.0,Overcast
1695,10.0,Clear,10.0,Clear
1696,10.0,Mostly Cloudy,10.0,Overcast
1697,1.8,Rain,10.0,Overcast
1698,10.0,Clear,10.0,Clear
1699,10.0,Overcast,10.0,Overcast
1700,10.0,Partly Cloudy,10.0,Partly Cloudy
1701,10.0,Clear,10.0,Clear
1702,8.0,Overcast,10.0,Overcast
1703,10.0,Overcast,10.0,Overcast
1704,10.0,Scattered Clouds,10.0,Scattered Clouds
1705,10.0,Light Rain,10.0,Light Rain
1706,10.0,Clear,10.0,Clear
1707,10.0,Overcast,10.0,Overcast
1708,9.0,Overcast,8.0,Overcast
1709,10.0,Overcast,10.0,Overcast
1710,5.0,Overcast,5.0,Overcast
1711,10.0,Clear,10.0,Clear
1712,10.0,Clear,10.0,Clear
1713,10.0,Clear,10.0,Clear
1714,10.0,Clear,10.0,Clear
